2025-06-19T07:16:35.905459,1,365,Blackwood Locket | Karungali Thayathu (1.5 inch),1,clicked
2025-06-19T13:43:01.931601,1,539,Karungali Sengali Bracelet ( 8mm ),1,clicked
2025-06-20T05:04:09.270855,1,242,Saraswathi Kavach (Two 4 face & one 6 face Rudraksha),7,clicked
2025-06-20T05:04:19.478963,1,394,"Blackwood Mala | Karungali Mala (108 Beads, 6 mm)",1,clicked
2025-06-22T13:26:42.330681,212,150,Kubera Lakshmi Laminated Photo Frame | Kuber Laxmi Photo Frame ( 8.3*6.2 inch),33,clicked
2025-06-22T14:04:22.060002,54,21,Sphatik Mala | Crystal Mala (108 Beads),5,clicked
